Datum,Last Transaction,Maximum,Minimum,Average,Change,Amount,Total
19.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
18.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
17.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
16.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
13.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
12.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
11.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
10.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",2.0,114.000
09.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
06.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
05.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
04.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
03.5.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
29.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
28.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
27.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
26.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
21.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
20.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
19.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",4.0,228.000
18.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",1.0,57.000
15.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
14.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
13.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
12.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
11.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",7.0,399.000
08.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
07.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
06.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
05.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",1.0,57.000
04.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
01.4.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
31.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
30.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
29.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
28.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
25.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
24.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","0,00",0.0,0
23.3.2022,"57.000,00","57.000,00","57.000,00","57.000,00","-1,24",5.0,285.000
22.3.2022,"57.715,00","57.715,00","57.715,00","57.715,00","-3,00",2.0,115.430
21.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
18.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
17.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
16.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
15.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
14.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
11.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
10.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
09.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
08.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
07.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
04.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
03.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
02.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",4.0,238.000
01.3.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",7.0,416.500
28.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
25.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
24.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
23.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
22.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
21.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
18.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
17.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
16.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
15.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
14.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
11.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
10.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
09.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
08.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
07.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",27.0,1.606.500
04.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
03.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
02.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
01.2.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
31.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
28.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
27.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
26.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",3.0,178.500
25.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
24.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","0,00",0.0,0
21.1.2022,"59.500,00","59.500,00","59.500,00","59.500,00","-0,58",1.0,59.500
20.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
18.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
17.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
14.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
13.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
12.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
11.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
10.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",2.0,119.700
05.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
04.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
03.1.2022,"59.850,00","59.850,00","59.850,00","59.850,00","0,00",0.0,0
30.12.2021,"59.850,00","59.850,00","59.850,00","59.850,00","-3,00",23.0,1.376.550
29.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
28.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
28.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
27.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
24.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
23.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",1.0,61.700
22.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
21.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
20.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
17.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
16.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
15.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
14.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
13.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
10.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
09.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
07.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",7.0,431.900
06.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
03.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
02.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
01.12.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
30.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
29.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
26.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",2.0,123.400
25.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
24.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
23.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",1.0,61.700
22.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
19.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
18.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
17.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
16.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
15.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
12.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
11.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
10.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
09.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",2.0,123.400
08.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
05.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
04.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
03.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
02.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
01.11.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
29.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
28.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
27.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
26.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
25.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
22.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
21.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
20.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
19.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
18.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
15.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
14.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
13.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
12.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
08.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
07.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
06.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
05.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",0.0,0
04.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","0,00",2.0,123.400
01.10.2021,"61.700,00","61.700,00","61.700,00","61.700,00","-0,61",3.0,185.100
30.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
29.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
28.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
27.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
24.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
23.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
22.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
21.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
20.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
17.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
16.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
15.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,7.404.000
14.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
13.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
10.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
09.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
07.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","0,00",0.0,0
06.9.2021,"62.080,00","62.080,00","62.080,00","62.080,00","-3,00",10.0,620.800
03.9.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
02.9.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
01.9.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
31.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
30.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
27.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
26.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
25.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
24.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
23.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
20.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
19.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
18.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
17.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
16.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
13.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
12.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
11.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
10.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
09.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
06.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
05.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
04.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
03.8.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
30.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
29.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
28.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
27.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
26.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
23.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
22.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
21.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
20.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","0,00",0.0,0
19.7.2021,"64.000,00","64.000,00","64.000,00","64.000,00","-0,03",3.0,192.000
16.7.2021,"64.020,00","64.020,00","64.020,00","64.020,00","0,00",0.0,0
15.7.2021,"64.020,00","64.020,00","64.020,00","64.020,00","0,00",0.0,0
14.7.2021,"64.020,00","64.020,00","64.020,00","64.020,00","0,00",0.0,0
13.7.2021,"64.020,00","64.020,00","64.020,00","64.020,00","0,00",0.0,0
12.7.2021,"64.020,00","64.020,00","64.020,00","64.020,00","-3,00",1.0,64.020
09.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
08.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
07.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
06.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
05.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
02.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
01.7.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
30.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
29.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
28.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
25.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
24.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
23.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
22.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
21.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
17.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
16.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
15.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
14.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
11.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
10.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
09.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
08.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
07.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
04.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
03.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
02.6.2021,"66.000,00","66.000,00","66.000,00","66.000,00","-0,15",1.0,66.000
01.6.2021,"66.100,00","66.100,00","66.100,00","66.100,00","0,00",0.0,0
31.5.2021,"66.100,00","66.100,00","66.100,00","66.100,00","0,15",1.0,66.100
28.5.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
27.5.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
26.5.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
25.5.2021,"66.000,00","66.000,00","66.000,00","66.000,00","0,00",0.0,0
21.5.2021,"66.000,00","66.000,00","66.000,00","66.000,00","-2,94",5.0,330.000
20.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
19.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",3.0,204.000
18.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
17.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
14.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
12.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
11.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
10.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",0.0,0
07.5.2021,"68.000,00","68.000,00","68.000,00","68.000,00","0,00",1.0,68.000
06.5.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
05.5.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
04.5.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
29.4.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
28.4.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
27.4.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
26.4.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,00",0.0,0
23.4.2021,"67.999,00","67.999,00","67.999,00","67.999,00","0,72",4.0,271.996
22.4.2021,"67.510,00","67.510,00","67.510,00","67.510,00","1,06",5.0,337.550
21.4.2021,"66.800,00","66.800,00","66.800,00","66.800,00","4,21",8.0,534.400
20.4.2021,"64.101,00","64.101,00","64.101,00","64.101,00","-1,05",3.0,192.303
19.4.2021,"64.780,00","64.780,00","64.780,00","64.780,00","-2,88",9.0,583.020
16.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","0,00",0.0,0
15.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","0,00",0.0,0
14.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","0,00",0.0,0
13.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","0,00",0.0,0
12.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","0,00",0.0,0
09.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","0,00",0.0,0
08.4.2021,"66.700,00","66.700,00","66.700,00","66.700,00","-1,91",15.0,1.000.500
07.4.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
06.4.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
05.4.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
02.4.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
01.4.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
31.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
30.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
29.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
26.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
25.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
24.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
23.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","0,00",0.0,0
22.3.2021,"68.001,00","68.001,00","68.001,00","68.001,00","-2,86",3.0,204.003
19.3.2021,"70.000,00","70.000,00","70.000,00","70.000,00","0,00",0.0,0
18.3.2021,"70.000,00","70.000,00","70.000,00","70.000,00","0,00",0.0,0
17.3.2021,"70.000,00","70.000,00","70.000,00","70.000,00","0,00",0.0,0
16.3.2021,"70.000,00","70.000,00","70.000,00","70.000,00","0,00",6.0,420.000
15.3.2021,"70.000,00","70.000,00","70.000,00","70.000,00","0,00",0.0,0
12.3.2021,"70.000,00","70.000,00","70.000,00","70.000,00","-4,11",5.0,350.000
11.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
10.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
09.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
08.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
05.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
04.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
03.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
02.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
01.3.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
26.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
25.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
24.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
23.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
22.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
19.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
18.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
17.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","0,00",0.0,0
16.2.2021,"73.000,00","73.000,00","73.000,00","73.000,00","19,67",1.0,73.000
15.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
12.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,12.200.000
11.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
10.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
09.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
08.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
05.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
04.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
03.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
02.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
01.2.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
29.1.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
28.1.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
27.1.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
26.1.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
25.1.2021,"61.000,00","61.000,00","61.000,00","61.000,00","0,00",0.0,0
