Datum,Posledna Transakcija,Maksimum,Minimum,Prosechna,Kolicina,Total
2023-03-10,17990.0,17999.0,17990.0,17995.62,-0.02,16.0
2023-03-09,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-09,17998.0,18016.0,17998.0,17999.18,0.46,155.0
2023-03-08,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-08,18000.0,18000.0,17900.0,17916.67,-0.54,6.0
2023-03-07,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-07,18016.0,18016.0,18000.0,18013.33,-0.01,12.0
2023-03-06,18015.0,18100.0,18000.0,18014.39,0.12,623.0
2023-03-06,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-03,17997.0,17997.0,17990.0,17992.33,-0.03,12.0
2023-03-03,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-02,18000.0,18000.0,17801.0,17997.18,0.94,959.0
2023-03-02,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-01,17830.0,17830.0,17830.0,17830.0,0.01,50.0
2023-03-01,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-28,17850.0,17850.0,17800.0,17828.98,0.15,152.0
2023-02-28,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-27,17820.0,17820.0,17800.0,17802.22,0.01,54.0
2023-02-27,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-24,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-24,17800.0,17800.0,17800.0,17800.0,0.04,31.0
2023-02-23,17800.0,17800.0,17750.0,17793.3,0.19,205.0
2023-02-23,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-22,17600.0,17799.0,17600.0,17759.17,0.28,114.0
2023-02-22,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-21,17750.0,17750.0,17699.0,17710.26,-0.27,53.0
2023-02-21,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-20,17750.0,17799.0,17750.0,17758.05,0.33,73.0
2023-02-20,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-17,17701.0,17701.0,17551.0,17699.53,1.08,216.0
2023-02-17,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-16,17600.0,0.0,0.0,17510.2,0.0,0.0
2023-02-16,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-15,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-15,17600.0,17600.0,17506.0,17510.2,-0.21,25.0
2023-02-14,17600.0,17600.0,17505.0,17547.22,0.27,9.0
2023-02-14,722.0,722.0,722.0,722.0,-14.05,505.0
2023-02-13,17500.0,17500.0,17500.0,17500.0,-0.34,20.0
2023-02-13,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-10,17600.0,17600.0,17500.0,17560.0,-0.8,25.0
2023-02-10,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-09,17700.0,17703.0,17700.0,17701.14,-0.5,50.0
2023-02-09,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-08,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-08,17701.0,17799.0,17701.0,17789.44,-0.06,41.0
2023-02-07,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-07,17800.0,17800.0,17800.0,17800.0,0.03,167.0
2023-02-06,17800.0,17800.0,17750.0,17795.38,0.28,173.0
2023-02-06,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-03,17750.0,17750.0,17702.0,17746.07,-0.24,234.0
2023-02-03,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-02,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-02,17800.0,17800.0,17710.0,17789.29,0.48,85.0
2023-02-01,17704.0,17704.0,17704.0,17704.0,0.01,1.0
2023-02-01,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-31,17702.0,17702.0,17702.0,17702.0,-0.01,35.0
2023-01-31,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-30,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-30,17710.0,17710.0,17702.0,17703.04,0.02,48.0
2023-01-27,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-27,17700.0,17701.0,17700.0,17700.03,0.12,160.0
2023-01-26,17799.0,17799.0,17600.0,17678.91,0.5,80.0
2023-01-26,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-25,17600.0,17700.0,17501.0,17590.55,-1.36,62.0
2023-01-25,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-24,17800.0,17898.0,17800.0,17832.86,-0.32,21.0
2023-01-24,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-23,17850.0,17900.0,17850.0,17889.29,0.45,42.0
2023-01-23,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-20,17850.0,17850.0,17800.0,17809.26,0.05,54.0
2023-01-20,840.0,840.0,840.0,840.0,0.0,95.0
2023-01-18,17800.0,17800.0,17800.0,17800.0,-0.12,32.0
2023-01-18,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-17,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-17,17501.0,17950.0,17501.0,17822.05,-0.83,39.0
2023-01-16,17950.0,17999.0,17950.0,17970.74,0.17,93.0
2023-01-16,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-13,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-13,17949.0,17949.0,17899.0,17940.27,0.51,107.0
2023-01-12,17900.0,17900.0,17800.0,17848.78,0.84,205.0
2023-01-12,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-11,17700.0,17701.0,17700.0,17700.65,-1.49,17.0
2023-01-11,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-10,17701.0,0.0,0.0,17969.27,0.0,0.0
2023-01-10,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-09,17701.0,17980.0,17701.0,17969.27,1.75,52.0
2023-01-09,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-05,17700.0,17770.0,17500.0,17660.73,0.58,90.0
2023-01-05,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-04,17502.0,17600.0,17300.0,17558.08,1.29,181.0
2023-01-04,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-03,17450.0,17450.0,17200.0,17334.21,1.03,95.0
2023-01-03,840.0,0.0,0.0,840.0,0.0,0.0
