Datum,Posledna Transakcija,Maksimum,Minimum,Prosechna,Kolicina,Total
2023-05-03,722.0,0.0,0.0,722.0,0.0,0.0
2023-05-02,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-28,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-27,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-26,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-25,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-24,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-20,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-19,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-18,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-13,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-12,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-11,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-10,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-07,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-06,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-05,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-04,722.0,0.0,0.0,722.0,0.0,0.0
2023-04-03,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-31,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-30,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-29,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-28,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-27,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-24,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-23,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-22,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-21,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-20,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-17,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-16,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-15,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-14,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-13,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-10,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-09,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-08,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-07,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-06,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-03,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-02,722.0,0.0,0.0,722.0,0.0,0.0
2023-03-01,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-28,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-27,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-24,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-23,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-22,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-21,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-20,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-17,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-16,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-15,722.0,0.0,0.0,722.0,0.0,0.0
2023-02-14,722.0,722.0,722.0,722.0,-14.05,505.0
2023-02-13,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-10,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-09,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-08,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-07,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-06,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-03,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-02,840.0,0.0,0.0,840.0,0.0,0.0
2023-02-01,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-31,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-30,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-27,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-26,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-25,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-24,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-23,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-20,840.0,840.0,840.0,840.0,0.0,95.0
2023-01-18,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-17,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-16,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-13,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-12,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-11,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-10,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-09,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-05,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-04,840.0,0.0,0.0,840.0,0.0,0.0
2023-01-03,840.0,0.0,0.0,840.0,0.0,0.0
